> chr1:713775, 713815
-0.300000, -0.870000
> chr1:713776, 713816
-0.300000, -0.810000
> chr1:713777, 713817
-0.300000, -0.790000
> chr1:713778, 713818
-0.300000, -0.830000
> chr1:713779, 713819
-0.300000, -0.970000
> chr1:713780, 713820
-0.300000, -0.980000
> chr1:713781, 713821
-0.300000, -0.980000
> chr1:713782, 713822
-0.300000, -1.160000
> chr1:713783, 713823
-0.800000, -1.410000
> chr1:713784, 713824
-0.800000, -1.400000
> chr1:713785, 713825
-0.800000, -1.410000
> chr1:713786, 713826
-0.800000, -1.420000
> chr1:713787, 713827
-0.800000, -1.430000
> chr1:713788, 713828
-0.800000, -1.450000
> chr1:713789, 713829
-0.800000, -1.450000
> chr1:713790, 713830
-0.800000, -1.460000
> chr1:713791, 713831
-0.800000, -1.470000
> chr1:713792, 713832
-0.800000, -1.480000
> chr1:713793, 713833
-0.800000, -1.490000
> chr1:713794, 713834
-0.800000, -1.490000
> chr1:713795, 713835
-0.800000, -1.490000
> chr1:713796, 713836
-0.800000, -1.530000
> chr1:713797, 713837
-0.800000, -1.530000
> chr1:713798, 713838
-0.800000, -1.510000
> chr1:713799, 713839
-0.800000, -1.510000
> chr1:713800, 713840
-0.800000, -1.520000
> chr1:713801, 713841
-0.800000, -1.520000
> chr1:713802, 713842
-0.800000, -1.480000
> chr1:713803, 713843
-0.800000, -1.400000
> chr1:713804, 713844
-0.800000, -1.520000
> chr1:713806, 713846
-0.800000, -1.600000
> chr1:713807, 713847
-0.800000, -1.600000
> chr1:713808, 713848
-0.800000, -1.600000
> chr1:713809, 713849
-0.600000, -1.490000
> chr1:713810, 713850
0.000000, -0.970000
> chr1:713811, 713851
0.000000, -0.870000
> chr1:713812, 713852
0.000000, -0.560000
> chr1:713813, 713853
0.000000, -0.570000
> chr1:713814, 713854
0.000000, -0.570000
> chr1:713815, 713855
0.000000, -0.560000
> chr1:713816, 713856
0.000000, -0.560000
> chr1:713817, 713857
0.000000, -0.520000
> chr1:713818, 713858
0.000000, -0.510000
> chr1:713819, 713859
0.000000, -0.410000
> chr1:713820, 713860
0.000000, -0.410000
> chr1:713821, 713861
0.000000, -0.420000
> chr1:713822, 713862
0.000000, -0.530000
> chr1:713823, 713863
0.000000, -0.770000
> chr1:713824, 713864
0.000000, -0.940000
> chr1:713825, 713865
0.000000, -0.990000
> chr1:713826, 713866
0.000000, -0.900000
> chr1:713827, 713867
0.000000, -0.820000
> chr1:713828, 713868
0.000000, -0.830000
> chr1:713829, 713869
0.000000, -0.780000
> chr1:713830, 713870
0.000000, -0.780000
> chr1:713831, 713871
0.000000, -0.780000
> chr1:713832, 713872
0.000000, -0.800000
> chr1:713833, 713873
0.000000, -0.810000
> chr1:713834, 713874
0.000000, -0.820000
> chr1:713835, 713875
0.000000, -0.810000
> chr1:713836, 713876
0.000000, -0.810000
> chr1:713837, 713877
0.000000, -0.810000
> chr1:713838, 713878
0.000000, -0.880000
> chr1:713839, 713879
-0.900000, -1.500000
> chr1:713840, 713880
-1.200000, -1.660000
> chr1:713841, 713881
-1.200000, -1.660000
> chr1:713842, 713882
-1.200000, -1.660000
> chr1:713843, 713883
-1.200000, -1.660000
> chr1:713844, 713884
-1.200000, -1.650000
> chr1:713845, 713885
-1.200000, -1.640000
> chr1:713846, 713886
-1.200000, -1.640000
> chr1:713847, 713887
-1.200000, -1.650000
> chr1:713848, 713888
-1.200000, -1.700000
> chr1:713849, 713889
-1.200000, -2.090000
> chr1:713850, 713890
-1.500000, -2.170000
> chr1:713851, 713891
-1.500000, -2.120000
> chr1:713852, 713892
-1.500000, -2.110000
> chr1:713853, 713893
-1.500000, -2.100000
> chr1:713854, 713894
-1.500000, -2.100000
> chr1:713855, 713895
-1.500000, -2.100000
> chr1:713856, 713896
-1.500000, -2.100000
> chr1:713857, 713897
-1.500000, -2.090000
> chr1:713858, 713898
-1.500000, -2.100000
> chr1:713859, 713899
-1.500000, -2.140000
> chr1:713860, 713900
-1.500000, -2.070000
> chr1:713861, 713901
-1.500000, -2.040000
> chr1:713862, 713902
-1.500000, -2.190000
> chr1:713863, 713903
-1.500000, -2.320000
> chr1:713864, 713904
-1.500000, -2.320000
> chr1:713865, 713905
-1.500000, -2.320000
> chr1:713866, 713906
-1.500000, -2.320000
> chr1:713867, 713907
-1.500000, -2.310000
> chr1:713868, 713908
-1.500000, -2.310000
> chr1:713869, 713909
-1.500000, -2.310000
> chr1:713870, 713910
-1.500000, -2.310000
> chr1:713871, 713911
-1.500000, -2.340000
> chr1:713872, 713912
-1.400000, -2.320000
> chr1:713873, 713913
-1.200000, -2.190000
> chr1:713874, 713914
-1.200000, -2.470000
