> chr1:24764, 24804
-16.300000, -16.680000
> chr1:24765, 24805
-14.500000, -15.130000
> chr1:24766, 24806
-13.800000, -14.520000
> chr1:24767, 24807
-12.100000, -12.760000
> chr1:24768, 24808
-11.600000, -12.420000
> chr1:24769, 24809
-11.100000, -11.970000
> chr1:24770, 24810
-10.000000, -11.480000
> chr1:24771, 24811
-10.000000, -11.250000
> chr1:24772, 24812
-10.000000, -11.490000
> chr1:24773, 24813
-11.200000, -12.230000
> chr1:24774, 24814
-13.800000, -13.950000
> chr1:24775, 24815
-14.400000, -14.540000
> chr1:24776, 24816
-10.200000, -11.450000
> chr1:24777, 24817
-11.300000, -11.980000
> chr1:24778, 24818
-12.700000, -13.500000
> chr1:24779, 24819
-14.200000, -14.790000
> chr1:24780, 24820
-10.300000, -11.240000
> chr1:24781, 24821
-10.200000, -10.840000
> chr1:24782, 24822
-10.200000, -10.870000
> chr1:24783, 24823
-11.200000, -12.180000
> chr1:24784, 24824
-14.000000, -14.980000
> chr1:24785, 24825
-15.100000, -16.060000
> chr1:24786, 24826
-14.900000, -15.860000
> chr1:24787, 24827
-12.300000, -13.260000
> chr1:24788, 24828
-12.500000, -13.390000
> chr1:24789, 24829
-13.300000, -14.070000
> chr1:24790, 24830
-12.800000, -13.590000
> chr1:24791, 24831
-11.800000, -12.670000
> chr1:24792, 24832
-11.800000, -12.200000
> chr1:24793, 24833
-11.800000, -12.200000
> chr1:24795, 24835
-10.400000, -11.540000
> chr1:24796, 24836
-11.600000, -12.860000
> chr1:24797, 24837
-12.800000, -14.040000
> chr1:24798, 24838
-12.800000, -14.060000
> chr1:24799, 24839
-12.800000, -14.410000
> chr1:24800, 24840
-13.000000, -14.280000
> chr1:24801, 24841
-12.500000, -13.660000
> chr1:24802, 24842
-11.400000, -11.930000
> chr1:24803, 24843
-11.400000, -11.470000
> chr1:24804, 24844
-11.400000, -11.460000
> chr1:24805, 24845
-11.400000, -11.490000
> chr1:24806, 24846
-11.400000, -11.750000
> chr1:24807, 24847
-11.400000, -11.760000
> chr1:24808, 24848
-11.400000, -11.620000
> chr1:24809, 24849
-11.400000, -11.520000
> chr1:24810, 24850
-11.400000, -11.710000
> chr1:24811, 24851
-11.600000, -12.290000
> chr1:24812, 24852
-11.400000, -12.070000
> chr1:24813, 24853
-11.800000, -12.510000
> chr1:24814, 24854
-13.500000, -13.800000
> chr1:24815, 24855
-15.800000, -15.960000
> chr1:24816, 24856
-13.900000, -14.100000
> chr1:24817, 24857
-12.800000, -12.960000
> chr1:24818, 24858
-11.400000, -12.190000
> chr1:24819, 24859
-12.800000, -13.220000
> chr1:24820, 24860
-14.000000, -14.380000
> chr1:24821, 24861
-10.900000, -11.590000
> chr1:24822, 24862
-10.200000, -11.110000
> chr1:24823, 24863
-9.500000, -10.770000
> chr1:24824, 24864
-9.400000, -10.400000
> chr1:24825, 24865
-8.400000, -8.920000
> chr1:24826, 24866
-8.800000, -9.740000
> chr1:24827, 24867
-10.800000, -11.590000
> chr1:24828, 24868
-11.200000, -11.960000
> chr1:24829, 24869
-11.200000, -12.000000
> chr1:24830, 24870
-11.200000, -12.130000
> chr1:24831, 24871
-11.200000, -12.090000
> chr1:24832, 24872
-11.200000, -12.100000
> chr1:24833, 24873
-11.500000, -12.440000
> chr1:24834, 24874
-12.000000, -12.910000
> chr1:24835, 24875
-10.300000, -11.670000
> chr1:24836, 24876
-10.300000, -11.530000
> chr1:24837, 24877
-10.300000, -11.530000
> chr1:24838, 24878
-10.300000, -11.490000
> chr1:24839, 24879
-10.500000, -11.660000
> chr1:24840, 24880
-9.000000, -9.520000
> chr1:24841, 24881
-9.600000, -10.030000
> chr1:24842, 24882
-9.600000, -10.040000
> chr1:24843, 24883
-9.600000, -10.090000
> chr1:24844, 24884
-9.600000, -10.180000
> chr1:24845, 24885
-9.600000, -10.930000
> chr1:24846, 24886
-10.000000, -11.170000
> chr1:24847, 24887
-10.000000, -11.080000
> chr1:24848, 24888
-10.000000, -11.170000
> chr1:24849, 24889
-10.000000, -11.070000
> chr1:24850, 24890
-10.600000, -11.080000
> chr1:24851, 24891
-10.600000, -11.080000
> chr1:24852, 24892
-10.600000, -11.100000
> chr1:24853, 24893
-10.600000, -10.960000
> chr1:24854, 24894
-10.600000, -11.310000
> chr1:24855, 24895
-10.600000, -11.710000
> chr1:24856, 24896
-10.600000, -11.980000
> chr1:24857, 24897
-11.800000, -12.810000
> chr1:24858, 24898
-11.800000, -12.760000
> chr1:24859, 24899
-11.200000, -12.640000
> chr1:24860, 24900
-11.200000, -12.410000
> chr1:24861, 24901
-11.200000, -11.910000
> chr1:24862, 24902
-11.200000, -12.270000
> chr1:24863, 24903
-11.900000, -12.930000
