> chr1:880093, 880112
-3.500000, -3.620000
> chr1:880113, 880132
0.000000, -0.210000
> chr1:880153, 880172
0.000000, -0.120000
> chr1:880173, 880192
-0.400000, -0.920000
> chr1:935362, 935381
-1.800000, -2.250000
> chr1:935382, 935401
-4.500000, -4.610000
> chr1:935422, 935441
-12.100000, -12.130000
> chr1:935442, 935461
-3.800000, -4.210000
> chr1:977400, 977419
0.000000, -0.010000
> chr1:977420, 977439
-5.800000, -5.920000
> chr1:977460, 977479
0.000000, -0.010000
> chr1:977480, 977499
-7.200000, -7.300000
> chr1:1209063, 1209082
-2.100000, -3.000000
> chr1:1209083, 1209102
0.000000, -0.350000
> chr1:1209123, 1209142
0.000000, -0.640000
> chr1:1209143, 1209162
-4.800000, -5.140000
> chr1:1243147, 1243166
-2.800000, -3.480000
> chr1:1243167, 1243186
0.000000, -0.630000
> chr1:1243207, 1243226
-1.500000, -2.170000
> chr1:1243227, 1243246
-0.900000, -1.300000
> chr1:1310531, 1310550
-1.100000, -1.620000
> chr1:1310551, 1310570
-0.900000, -1.160000
> chr1:1310591, 1310610
-0.700000, -0.890000
> chr1:1310611, 1310630
0.000000, -0.540000
> chr1:1334588, 1334607
-0.900000, -1.560000
> chr1:1334608, 1334627
-4.000000, -4.140000
> chr1:1334648, 1334667
-3.700000, -3.790000
> chr1:1334668, 1334687
0.000000, -0.070000
> chr1:1407244, 1407263
-0.800000, -1.000000
> chr1:1407264, 1407283
-0.200000, -0.930000
> chr1:1407304, 1407323
-3.200000, -3.400000
> chr1:1407324, 1407343
-0.800000, -1.570000
> chr1:1560411, 1560430
-1.400000, -2.020000
> chr1:1560431, 1560450
-1.200000, -1.580000
> chr1:1560471, 1560490
0.000000, -0.270000
> chr1:1560491, 1560510
-3.900000, -4.040000
> chr1:1577037, 1577056
0.000000, -0.070000
> chr1:1577057, 1577076
0.000000, -0.070000
> chr1:1577097, 1577116
0.000000, -0.070000
> chr1:1577117, 1577136
-3.000000, -3.240000
> chr1:1640247, 1640266
-4.300000, -4.720000
> chr1:1640267, 1640286
-8.900000, -8.990000
> chr1:1640307, 1640326
-3.000000, -3.240000
> chr1:1640327, 1640346
-1.700000, -2.070000
> chr1:1643792, 1643811
0.000000, -0.460000
> chr1:1643812, 1643831
-0.100000, -0.540000
> chr1:1643852, 1643871
-2.700000, -3.500000
> chr1:1643872, 1643891
-3.100000, -3.610000
> chr1:2125216, 2125235
0.000000, -0.690000
> chr1:2125236, 2125255
-1.800000, -1.930000
> chr1:2125276, 2125295
0.000000, -0.150000
> chr1:2125296, 2125315
0.000000, -0.570000
> chr1:2323310, 2323329
-1.000000, -2.030000
> chr1:2323330, 2323349
-4.200000, -4.850000
> chr1:2323370, 2323389
0.000000, -0.410000
> chr1:2323390, 2323409
-4.400000, -4.460000
> chr1:8021746, 8021765
-3.800000, -4.010000
> chr1:8021766, 8021785
0.000000, -0.010000
> chr1:8021806, 8021825
0.000000, -0.640000
> chr1:8021826, 8021845
-1.300000, -1.630000
> chr1:8938610, 8938629
-3.800000, -3.810000
> chr1:8938630, 8938649
-1.300000, -1.420000
> chr1:8938670, 8938689
0.000000, -0.350000
> chr1:8938690, 8938709
-1.500000, -2.420000
> chr1:9415841, 9415860
-2.200000, -2.480000
> chr1:9415861, 9415880
-1.600000, -2.000000
> chr1:9415901, 9415920
0.000000, -0.050000
> chr1:9415921, 9415940
0.000000, -0.050000
> chr1:11119843, 11119862
0.000000, -0.020000
> chr1:11119863, 11119882
0.000000, -0.260000
> chr1:11119903, 11119922
0.000000, -0.030000
> chr1:11119923, 11119942
0.000000, -0.060000
> chr1:11741084, 11741103
0.000000, -0.010000
> chr1:11741104, 11741123
-1.400000, -2.040000
> chr1:11741144, 11741163
-2.000000, -2.410000
> chr1:11741164, 11741183
-0.800000, -1.590000
> chr1:11986132, 11986151
-3.300000, -3.540000
> chr1:11986152, 11986171
0.000000, -0.540000
> chr1:11986192, 11986211
-1.700000, -2.010000
> chr1:11986212, 11986231
-0.700000, -1.170000
> chr1:12042037, 12042056
-0.200000, -1.050000
> chr1:12042057, 12042076
0.000000, -0.710000
> chr1:12042097, 12042116
-4.000000, -4.400000
> chr1:12042117, 12042136
-0.800000, -1.470000
> chr1:16134014, 16134033
-6.400000, -6.980000
> chr1:16134034, 16134053
-1.300000, -1.640000
> chr1:16134074, 16134093
-1.500000, -1.960000
> chr1:16134094, 16134113
0.000000, -0.130000
> chr1:16678778, 16678797
0.000000, -0.310000
> chr1:16678798, 16678817
0.000000, -0.530000
> chr1:16678838, 16678857
0.000000, -0.730000
> chr1:16678858, 16678877
0.000000, -0.140000
> chr1:17380488, 17380507
-2.700000, -3.180000
> chr1:17380508, 17380527
-4.100000, -4.160000
> chr1:17380548, 17380567
-1.300000, -1.420000
> chr1:17380568, 17380587
-1.800000, -2.460000
> chr1:19578112, 19578131
0.000000, -0.040000
> chr1:19578132, 19578151
-1.500000, -1.730000
> chr1:19578172, 19578191
-1.000000, -1.290000
> chr1:19578192, 19578211
-0.900000, -1.320000
> chr1:20959999, 20960018
0.000000, -0.380000
> chr1:20960019, 20960038
0.000000, -0.170000
> chr1:20960059, 20960078
0.000000, -0.640000
> chr1:20960079, 20960098
0.000000, -0.460000
> chr1:20960084, 20960103
-0.400000, -0.860000
> chr1:20960104, 20960123
-0.200000, -0.770000
> chr1:20960144, 20960163
-0.600000, -0.860000
> chr1:20960164, 20960183
0.000000, -0.030000
> chr1:20960277, 20960296
-4.800000, -5.190000
> chr1:20960297, 20960316
0.000000, -0.010000
> chr1:20960337, 20960356
-0.500000, -0.910000
> chr1:20960357, 20960376
-3.500000, -3.590000
> chr1:20987733, 20987752
0.000000, -0.120000
> chr1:20987753, 20987772
-1.900000, -2.100000
> chr1:20987793, 20987812
0.000000, -0.690000
> chr1:20987813, 20987832
0.000000, -0.010000
> chr1:21616600, 21616619
0.000000, -0.670000
> chr1:21616620, 21616639
-5.000000, -5.400000
> chr1:21616660, 21616679
-0.600000, -1.890000
> chr1:21616680, 21616699
-5.300000, -5.410000
> chr1:22109398, 22109417
0.000000, -0.090000
> chr1:22109418, 22109437
0.000000, -0.180000
> chr1:22109458, 22109477
0.000000, -0.180000
> chr1:22109478, 22109497
-0.200000, -0.970000
> chr1:23346054, 23346073
-3.500000, -3.800000
> chr1:23346074, 23346093
-1.000000, -1.940000
> chr1:23346114, 23346133
0.000000, -0.070000
> chr1:23346134, 23346153
0.000000, -0.010000
> chr1:24104947, 24104966
-4.100000, -4.310000
> chr1:24104967, 24104986
-0.600000, -1.300000
> chr1:24105007, 24105026
-1.800000, -1.890000
> chr1:24105027, 24105046
-4.800000, -4.840000
> chr1:24286344, 24286363
-1.800000, -1.920000
> chr1:24286364, 24286383
-0.200000, -0.850000
> chr1:24286404, 24286423
-0.300000, -1.320000
> chr1:24286424, 24286443
0.000000, -0.440000
> chr1:25558616, 25558635
0.000000, -0.150000
> chr1:25558636, 25558655
-0.100000, -0.870000
