> chr1:761859, 761899
-3.200000, -3.690000
> chr1:761860, 761900
-3.900000, -4.490000
> chr1:761861, 761901
-5.100000, -5.530000
> chr1:761862, 761902
-5.100000, -5.590000
> chr1:761863, 761903
-5.100000, -5.560000
> chr1:761864, 761904
-6.000000, -6.380000
> chr1:761865, 761905
-6.000000, -6.520000
> chr1:761866, 761906
-6.000000, -6.520000
> chr1:761867, 761907
-6.000000, -6.520000
> chr1:761868, 761908
-6.000000, -6.520000
> chr1:761869, 761909
-6.000000, -6.530000
> chr1:761870, 761910
-6.000000, -6.640000
> chr1:761871, 761911
-6.000000, -6.640000
> chr1:761872, 761912
-6.000000, -6.640000
> chr1:761873, 761913
-6.000000, -6.650000
> chr1:761874, 761914
-6.000000, -6.690000
> chr1:761875, 761915
-5.700000, -6.500000
> chr1:761876, 761916
-5.700000, -6.400000
> chr1:761877, 761917
-4.500000, -5.620000
> chr1:761878, 761918
-4.100000, -5.230000
> chr1:761879, 761919
-4.000000, -5.060000
> chr1:761880, 761920
-4.000000, -5.090000
> chr1:761881, 761921
-4.000000, -5.260000
> chr1:761882, 761922
-4.900000, -5.750000
> chr1:761883, 761923
-5.600000, -6.230000
> chr1:761884, 761924
-5.600000, -6.220000
> chr1:761885, 761925
-5.200000, -5.910000
> chr1:761886, 761926
-4.000000, -5.210000
> chr1:761887, 761927
-3.700000, -4.400000
> chr1:761888, 761928
-3.700000, -4.260000
> chr1:761890, 761930
-3.700000, -4.110000
> chr1:761891, 761931
-3.700000, -3.990000
> chr1:761892, 761932
-2.200000, -2.820000
> chr1:761893, 761933
-2.200000, -2.510000
> chr1:761894, 761934
-2.200000, -2.510000
> chr1:761895, 761935
-2.200000, -2.530000
> chr1:761896, 761936
-2.200000, -2.540000
> chr1:761897, 761937
-2.200000, -2.550000
> chr1:761898, 761938
-2.400000, -2.740000
> chr1:761899, 761939
0.000000, -1.110000
> chr1:761900, 761940
0.000000, -1.390000
> chr1:761901, 761941
-0.100000, -1.520000
> chr1:761902, 761942
-0.100000, -1.520000
> chr1:761903, 761943
-0.100000, -1.510000
> chr1:761904, 761944
-0.100000, -1.810000
> chr1:761905, 761945
-0.100000, -1.800000
> chr1:761906, 761946
-0.100000, -1.790000
> chr1:761907, 761947
-0.200000, -1.890000
> chr1:761908, 761948
-0.100000, -1.350000
> chr1:761909, 761949
-0.100000, -1.110000
> chr1:761910, 761950
-0.100000, -1.160000
> chr1:761911, 761951
-0.500000, -1.480000
> chr1:761912, 761952
-0.400000, -1.460000
> chr1:761913, 761953
-0.100000, -1.160000
> chr1:761914, 761954
-0.100000, -1.180000
> chr1:761915, 761955
-0.400000, -1.500000
> chr1:761916, 761956
-1.200000, -1.980000
> chr1:761917, 761957
-1.200000, -2.080000
> chr1:761918, 761958
-1.200000, -2.120000
> chr1:761919, 761959
-1.200000, -1.940000
> chr1:761920, 761960
-1.200000, -1.890000
> chr1:761921, 761961
-1.200000, -1.750000
> chr1:761922, 761962
-1.200000, -1.750000
> chr1:761923, 761963
-1.200000, -1.750000
> chr1:761924, 761964
-1.200000, -1.760000
> chr1:761925, 761965
-1.200000, -1.820000
> chr1:761926, 761966
-1.200000, -1.830000
> chr1:761927, 761967
-1.200000, -1.680000
> chr1:761928, 761968
-1.200000, -1.660000
> chr1:761929, 761969
-1.200000, -1.670000
> chr1:761930, 761970
-1.200000, -1.660000
> chr1:761931, 761971
-1.200000, -1.660000
> chr1:761932, 761972
-1.200000, -1.670000
> chr1:761933, 761973
-1.200000, -1.760000
> chr1:761934, 761974
-1.200000, -2.110000
> chr1:761935, 761975
-1.200000, -2.010000
> chr1:761936, 761976
-1.000000, -1.920000
> chr1:761937, 761977
-1.000000, -1.750000
> chr1:761938, 761978
-1.400000, -2.180000
> chr1:761939, 761979
-1.400000, -2.230000
> chr1:761940, 761980
-1.400000, -2.300000
> chr1:761941, 761981
-1.400000, -2.320000
> chr1:761942, 761982
-1.400000, -2.300000
> chr1:761943, 761983
-1.100000, -2.220000
> chr1:761944, 761984
-1.000000, -1.970000
> chr1:761945, 761985
-1.000000, -1.950000
> chr1:761946, 761986
-1.000000, -1.950000
> chr1:761947, 761987
-1.000000, -1.890000
> chr1:761948, 761988
-1.000000, -1.830000
> chr1:761949, 761989
-1.000000, -1.850000
> chr1:761950, 761990
-1.000000, -1.890000
> chr1:761951, 761991
-1.200000, -2.050000
> chr1:761952, 761992
-0.300000, -1.400000
> chr1:761953, 761993
-0.300000, -1.520000
> chr1:761954, 761994
-0.300000, -1.510000
> chr1:761955, 761995
-0.200000, -1.470000
> chr1:761956, 761996
0.000000, -1.210000
> chr1:761957, 761997
-0.100000, -1.490000
> chr1:761958, 761998
-1.800000, -2.800000
