> chr1:24794, 24834
-9.500000, -10.870000
> chr1:567728, 567768
0.000000, -0.000000
> chr1:713805, 713845
-0.800000, -1.610000
> chr1:713845, 713885
-1.200000, -1.640000
> chr1:761889, 761929
-3.700000, -4.270000
> chr1:761895, 761935
-2.200000, -2.530000
> chr1:762223, 762263
-5.800000, -6.320000
> chr1:763042, 763082
0.000000, -0.690000
> chr1:763042, 763082
0.000000, -0.690000
> chr1:791412, 791452
-5.500000, -6.070000
> chr1:877562, 877602
-9.000000, -9.810000
> chr1:878051, 878091
-11.400000, -11.870000
> chr1:880110, 880150
-3.300000, -3.880000
> chr1:894371, 894411
-1.500000, -2.240000
> chr1:896058, 896098
-2.700000, -3.970000
> chr1:896064, 896104
-1.400000, -2.600000
> chr1:910306, 910346
-19.200000, -19.580000
> chr1:934630, 934670
-16.400000, -17.300000
> chr1:935283, 935323
-9.300000, -10.260000
> chr1:955613, 955653
-6.000000, -6.530000
> chr1:955616, 955656
-4.500000, -5.510000
> chr1:976135, 976175
-5.700000, -6.390000
> chr1:976663, 976703
-8.400000, -9.520000
> chr1:978717, 978757
-13.500000, -14.950000
> chr1:978986, 979026
-12.400000, -13.800000
> chr1:979306, 979346
-19.400000, -19.450000
> chr1:983589, 983629
-17.900000, -18.250000
> chr1:986955, 986995
-7.900000, -9.140000
> chr1:990663, 990703
-0.900000, -2.660000
> chr1:1019741, 1019781
-11.700000, -11.880000
> chr1:1158663, 1158703
-12.100000, -13.120000
> chr1:1167299, 1167339
-13.700000, -14.000000
> chr1:1167300, 1167340
-13.700000, -14.020000
> chr1:1167302, 1167342
-13.600000, -13.980000
> chr1:1169750, 1169790
-11.200000, -12.090000
> chr1:1179810, 1179850
-15.200000, -15.810000
> chr1:1209101, 1209141
-3.400000, -4.290000
> chr1:1209110, 1209150
-5.800000, -6.500000
> chr1:1227874, 1227914
-9.400000, -11.380000
> chr1:1229521, 1229561
-6.700000, -6.960000
> chr1:1239488, 1239528
-16.100000, -16.860000
> chr1:1243161, 1243201
-9.300000, -9.930000
> chr1:1243168, 1243208
-4.700000, -5.010000
> chr1:1243190, 1243230
-8.500000, -9.320000
> chr1:1243197, 1243237
-10.000000, -11.250000
> chr1:1244066, 1244106
-11.900000, -13.440000
> chr1:1254857, 1254897
-6.500000, -7.740000
> chr1:1254857, 1254897
-6.500000, -7.740000
> chr1:1256377, 1256417
-8.700000, -10.320000
> chr1:1256405, 1256445
-10.000000, -10.840000
> chr1:1259975, 1260015
-5.000000, -6.100000
> chr1:1259978, 1260018
-5.000000, -5.820000
> chr1:1259980, 1260020
-4.100000, -5.100000
> chr1:1271777, 1271817
-2.300000, -3.240000
> chr1:1273447, 1273487
-10.200000, -10.860000
> chr1:1277812, 1277852
-5.200000, -6.420000
> chr1:1284332, 1284372
-12.800000, -13.770000
> chr1:1284365, 1284405
-24.800000, -25.480000
> chr1:1284372, 1284412
-15.000000, -15.720000
> chr1:1290894, 1290934
-14.500000, -14.940000
> chr1:1310424, 1310464
-2.500000, -3.520000
> chr1:1310439, 1310479
-6.800000, -7.440000
> chr1:1334611, 1334651
-13.000000, -13.750000
> chr1:1334969, 1335009
-10.900000, -11.940000
> chr1:1342574, 1342614
-5.100000, -5.760000
> chr1:1407271, 1407311
-9.100000, -10.010000
> chr1:1407300, 1407340
-11.300000, -12.230000
> chr1:1447658, 1447698
-10.600000, -11.430000
> chr1:1447679, 1447719
-5.900000, -6.680000
> chr1:1447682, 1447722
-5.900000, -6.640000
> chr1:1509918, 1509958
-5.600000, -6.690000
> chr1:1510123, 1510163
-14.400000, -14.870000
> chr1:1550912, 1550952
-9.800000, -10.580000
> chr1:1550928, 1550968
-8.900000, -9.450000
> chr1:1550932, 1550972
-8.900000, -9.440000
> chr1:1551352, 1551392
-11.700000, -12.250000
> chr1:1551373, 1551413
-13.900000, -14.200000
> chr1:1551406, 1551446
-8.600000, -9.330000
> chr1:1551406, 1551446
-8.600000, -9.330000
> chr1:1558821, 1558861
-11.400000, -12.250000
> chr1:1558905, 1558945
-11.400000, -11.690000
> chr1:1560211, 1560251
-10.300000, -10.570000
> chr1:1560224, 1560264
-8.700000, -9.700000
> chr1:1560449, 1560489
-2.900000, -3.720000
> chr1:1560452, 1560492
-2.700000, -3.590000
> chr1:1560734, 1560774
-5.300000, -6.760000
> chr1:1562063, 1562103
-4.800000, -5.760000
> chr1:1562284, 1562324
-3.400000, -3.930000
> chr1:1565801, 1565841
-4.600000, -5.220000
> chr1:1573171, 1573211
-10.000000, -11.120000
> chr1:1575728, 1575768
-16.700000, -17.430000
> chr1:1576429, 1576469
-13.900000, -14.710000
> chr1:1577250, 1577290
-9.100000, -9.520000
> chr1:1593896, 1593936
-14.300000, -15.030000
> chr1:1596015, 1596055
0.000000, -0.550000
> chr1:1596032, 1596072
0.000000, -0.170000
> chr1:1636384, 1636424
-6.900000, -8.470000
> chr1:1638943, 1638983
-10.700000, -10.870000
> chr1:1639639, 1639679
-11.700000, -11.830000
> chr1:1639639, 1639679
-11.700000, -11.830000
> chr1:1640460, 1640500
-6.300000, -6.550000
> chr1:1647772, 1647812
-8.400000, -8.870000
> chr1:1653081, 1653121
-1.800000, -3.490000
> chr1:1653104, 1653144
-5.800000, -5.990000
> chr1:1654182, 1654222
-1.800000, -2.090000
> chr1:1654194, 1654234
-0.400000, -1.850000
> chr1:1655706, 1655746
-7.300000, -8.210000
> chr1:1661908, 1661948
-5.800000, -6.910000
> chr1:1661929, 1661969
